StripNum	fit_point	intercept	slope	error_intercept	error_slope	ChiSquare	in Channel vs MeV graph
0	4	-0.441475	0.00668425	0.0393562	3.69343e-05	0.0970242
1	4	-0.424436	0.00717999	0.0564537	5.70433e-05	0.200568
2	4	-0.413027	0.00669734	0.0651896	6.15399e-05	0.268281
3	4	-0.566933	0.00723777	0.0365716	3.65286e-05	0.0809449
4	4	-0.255996	0.00676229	0.0610362	5.9475e-05	0.245792
5	4	-0.457051	0.00715693	0.0449113	4.50308e-05	0.125801
6	4	-0.696371	0.00670571	0.0372144	3.38418e-05	0.0809374
7	4	-0.4948	0.00717999	0.0570049	5.70433e-05	0.200568
8	4	-0.705202	0.00667082	0.0413379	3.73519e-05	0.099631
9	4	-0.466228	0.00720473	0.0550272	5.54719e-05	0.18837
10	4	-0.71311	0.0068179	0.062075	5.72656e-05	0.224171
11	4	-0.815884	0.00729341	0.0713645	6.94736e-05	0.288305
12	4	-0.792348	0.00665464	0.0729742	6.50204e-05	0.303334
13	4	-0.714774	0.00723616	0.0556808	5.45059e-05	0.180291
14	4	-0.95844	0.00665734	0.047995	4.18619e-05	0.125648
15	4	-0.613467	0.00723616	0.0549279	5.45059e-05	0.180291
16	4	-0.602491	0.00670571	0.0367469	3.38418e-05	0.0809374
17	4	-0.72084	0.00722963	0.0558125	5.45414e-05	0.180853
18	4	-0.553671	0.00669734	0.0664638	6.15399e-05	0.268281
19	4	-0.432662	0.00726136	0.0493958	5.04198e-05	0.153207
20	4	-0.630688	0.00671887	0.0656953	6.03897e-05	0.256695
21	4	-0.546552	0.00725312	0.0659656	6.62116e-05	0.264789
22	4	-0.797611	0.00664261	0.0639129	5.68042e-05	0.232366
23	4	-0.605372	0.00717999	0.0578712	5.70433e-05	0.200568
24	4	-0.915447	0.00677646	0.0374057	3.33953e-05	0.0771785
25	4	-0.688042	0.00719715	0.0407114	3.97795e-05	0.0970789
26	4	-0.600553	0.00669734	0.0668887	6.15399e-05	0.268281
27	4	-0.898607	0.00722048	0.0554878	5.29006e-05	0.170568
28	4	-0.738942	0.00675366	0.0622369	5.66786e-05	0.223796
29	4	-0.569017	0.00722963	0.0546825	5.45414e-05	0.180853
30	4	-0.658551	0.00667732	0.056273	5.12159e-05	0.186942
31	4	-0.829642	0.00736033	0.0630354	6.1816e-05	0.22413
