StripNum	fit_point	intercept	slope	error_intercept	error_slope	ChiSquare	in Channel vs MeV graph
0	4	-1.17677	0.00736215	0.0580137	5.44195e-05	0.173622
1	4	-1.30311	0.00718148	0.0491398	4.42598e-05	0.120701
2	4	-1.25333	0.00738819	0.0558437	5.20672e-05	0.15782
3	4	-1.19908	0.00714136	0.0569874	5.17083e-05	0.166597
4	4	-1.15137	0.0073896	0.0228226	2.15574e-05	0.0270456
5	4	-1.21349	0.00714999	0.0697162	6.322e-05	0.248419
6	4	-1.2106	0.0074487	0.0721024	6.81402e-05	0.265905
7	4	-1.30311	0.00718148	0.0491398	4.42598e-05	0.120701
8	4	-1.26788	0.00738972	0.0417703	3.88829e-05	0.0879816
9	4	-1.23637	0.00719176	0.0938311	8.53403e-05	0.447372
10	4	-1.16842	0.00744074	0.0522152	4.95552e-05	0.140948
11	4	-1.30204	0.00721733	0.0940294	8.51257e-05	0.441979
12	4	-1.18143	0.00739606	0.0733036	6.90383e-05	0.276858
13	4	-1.25538	0.00714711	0.0876261	7.90142e-05	0.388327
14	4	-1.29637	0.00748065	0.0721493	6.77481e-05	0.260614
15	4	-1.34962	0.00710826	0.0550711	4.88148e-05	0.149861
16	4	-1.07419	0.00746568	0.0640036	6.16792e-05	0.216887
17	4	-1.31257	0.00723857	0.0698189	6.33109e-05	0.243075
18	4	-1.23623	0.00740629	0.0360658	3.37812e-05	0.0661125
19	4	-1.33659	0.007242	0.0821117	7.42723e-05	0.334195
20	4	-1.27867	0.0074391	0.0676907	6.33476e-05	0.230415
21	4	-1.23541	0.00712434	0.0761596	6.86267e-05	0.294829
22	4	-1.35715	0.0074127	0.0710333	6.55995e-05	0.248848
23	4	-1.3966	0.00714589	0.0705013	6.24611e-05	0.24277
24	4	-1.23792	0.00740544	0.0813258	7.61494e-05	0.335965
25	4	-1.27996	0.00710826	0.0545981	4.88148e-05	0.149861
26	4	-1.31256	0.00749104	0.0550001	5.16131e-05	0.150851
27	4	-1.24577	0.00706169	0.0434338	3.87434e-05	0.0956547
28	4	-1.22822	0.00738645	0.0730963	6.83511e-05	0.272081
29	4	-1.24982	0.00708998	0.0724418	6.4845e-05	0.265793
30	4	-1.18092	0.00738819	0.0553394	5.20672e-05	0.15782
31	4	-1.24116	0.00707766	0.0657354	5.8803e-05	0.219338
