StripNum	fit_point	intercept	slope	error_intercept	error_slope	ChiSquare	in Channel vs MeV graph
0	4	-0.653921	0.00701982	0.0764326	7.31775e-05	0.345273
1	4	-0.508463	0.00680928	0.0728503	6.90061e-05	0.326315
2	4	-0.712987	0.00704364	0.0604434	5.76077e-05	0.21255
3	4	-0.348388	0.00677626	0.0563402	5.43003e-05	0.204043
4	4	-0.504624	0.00703014	0.0602595	5.89621e-05	0.223517
5	3	-3.41003	0.0113691	10.5385	0.011488	519.687
6	4	-0.427273	0.00705383	0.0590324	5.85778e-05	0.219134
7	4	-0.491343	0.00673397	0.0479453	4.50186e-05	0.142022
8	4	-0.750678	0.00703014	0.0622953	5.89621e-05	0.223517
9	4	-0.602556	0.00671236	0.0503502	4.64152e-05	0.151944
10	4	-0.953912	0.00708474	0.0817958	7.59682e-05	0.365317
11	4	-0.640095	0.00671887	0.0657787	6.03897e-05	0.256695
12	4	-0.652256	0.00703014	0.0614808	5.89621e-05	0.223517
13	4	-0.398873	0.00672662	0.0694715	6.59987e-05	0.305877
14	4	-0.640304	0.00699947	0.0471414	4.50854e-05	0.131844
15	4	-0.688435	0.00671356	0.0200691	1.82911e-05	0.0235897
16	4	-0.591016	0.00701356	0.0784345	7.56676e-05	0.369824
17	4	-0.367948	0.00698181	0.0601172	5.95349e-05	0.231046
18	4	-0.645489	0.00691534	0.0566152	5.34578e-05	0.189888
19	4	-0.661413	0.00676957	0.0438303	4.04268e-05	0.113329
20	4	-0.907031	0.00696274	0.0432405	3.97092e-05	0.103359
21	4	-0.670343	0.0067273	0.034202	3.13116e-05	0.0688436
22	4	-0.651898	0.00698464	0.051519	4.9091e-05	0.156974
23	4	-0.779731	0.00673259	0.063745	5.75583e-05	0.232243
24	4	-0.548417	0.00695286	0.0525088	5.05098e-05	0.1677
25	4	-0.647434	0.00669734	0.0673136	6.15399e-05	0.268281
26	4	-0.690812	0.00701985	0.0660428	6.2918e-05	0.255257
27	4	-0.303332	0.00676229	0.0614463	5.9475e-05	0.245792
28	4	-0.679528	0.00700659	0.0629201	5.99204e-05	0.232395
29	4	-0.507599	0.00679019	0.0550398	5.19954e-05	0.186324
30	4	-0.788797	0.00698464	0.0524685	4.9091e-05	0.156974
31	4	-0.579535	0.00677505	0.053331	4.97775e-05	0.171533
